Rk,Player,Sh,SoT,SoT%,Club
984,Pedro Vite,4,1,25,1.mx UNAM
985,Vitinha,4,0,0,1.fr PSG
986,Nikola Vla?i?,3,1,33.3,1.it Torino
987,Cristian Volpato,4,1,25,1.it Sassuolo
988,Vozinha,0,0,,2.pt Chaves
989,Francis de Vries,0,0,,1.au Auckland FC
990,Luka Vu?kovi?,0,0,,1.de Hamburger SV
991,Elye Wahi,3,2,66.7,1.fr Nice
992,Aaron Wan-Bissaka,0,0,,1.eng West Ham
993,Paul Wanner,1,0,0,1.nl PSV
994,Tsuyoshi Watanabe,0,0,,1.nl Feyenoord
995,Cecilio Waterman,2,1,50,1.cl U Concepci¢n
996,Ollie Watkins,1,0,0,1.eng Aston Villa
997,Timothy Weah,2,0,0,1.fr Marseille
998,Wout Weghorst,0,0,,1.nl Ajax
999,Jacob Widell Zetterstrîm,0,0,,2.eng Derby County
1000,Silvan Widmer,0,0,,1.de Mainz 05
1001,I§aki Williams,3,0,0,1.es Athletic Club
1002,Nico Williams,4,2,50,1.es Athletic Club
1003,Ronwen Williams,0,0,,1.za Sundowns
1004,Patrick Wimmer,1,0,0,1.de Wolfsburg
1005,Florian Wirtz,10,1,10,1.eng Liverpool
1006,Yoane Wissa,11,3,27.3,1.eng Newcastle
1007,Axel Witsel,0,0,,1.es Girona
1008,Nick Woltemade,2,0,0,1.eng Newcastle
1009,Chris Wood,5,2,40,1.eng Nottingham
1010,Haji Wright,0,0,,2.eng Coventry City
1011,Granit Xhaka,9,2,22.2,1.eng Sunderland
1012,Kevin Yakob,1,0,0,1.dk AGF
1013,Lamine Yamal,27,12,44.4,1.es Barcelona
1014,Yannick,1,0,0,2.pt Farense
1015,Gessime Yassine,2,1,50,1.fr Strasbourg
1016,John Yeboah,8,3,37.5,2.it Venezia
1017,Tete Yengi,1,1,100,1.jp Machida Zelvia
1018,Kenan Y?ld?z,14,1,7.1,1.it Juventus
1019,Caleb Yirenkyi,2,1,50,1.dk Nordsjëlland
1020,Seol Young-woo,2,0,0,1.rs Red Star
1021,Manaf Younis,0,0,,1.iq Al-Shorta
1022,Aria Yousefi,1,1,100,1.ir Sepahan
1023,Ali Yousif,0,0,,1.iq Al-Talaba
1024,?smail YÅksek,5,0,0,1.tr Fenerbaháe
1025,Utkir Yusupov,0,0,,1.uz Navbahor
1026,Warren Zaãre-Emery,1,0,0,1.fr PSG
1027,Denis Zakaria,5,2,40,1.fr Monaco
1028,Jaroslav Zelen?,1,0,0,1.cz Sparta Prague
1029,Alejandro Zendejas,1,0,0,1.mx AmÇrica
1030,Besfort Zeneli,1,1,100,1.be Union SG
1031,Ramiz Zerrouki,0,0,,1.nl Twente
1032,Luca Zidane,0,0,,2.es Granada
1033,Mostafa Ziko,8,3,37.5,1.eg Pyramids FC
1034,David Zima,0,0,,1.cz Slavia Prague
1035,Zizo,3,1,33.3,1.eg Al Ahly
1036,Mart°n Zubimendi,0,0,,1.eng Arsenal
1037,Themba Zwane,0,0,,1.za Sundowns
1038,Martin ?degaard,9,3,33.3,1.eng Arsenal
1039,Leo ?stigÜrd,3,1,33.3,1.it Genoa
